"Participant","Illusion_Type","Trial","RT","Error","Illusion_Strength","Illusion_Difference"
"S03","Ebbinghaus",8,1.322,0,2.1,0.8
"S03","Ebbinghaus",13,4.277,0,2.1,0.32
"S03","Ebbinghaus",18,1.217,0,0.7,0.32
"S03","Ebbinghaus",19,1.088,0,0.7,0.56
"S03","Ebbinghaus",20,1.273,1,1.4,0.08
"S03","Ebbinghaus",22,0.997,0,2.1,0.56
"S03","Ebbinghaus",23,0.776,0,0.7,0.8
"S03","Ebbinghaus",29,0.827,0,0.7,0.32
"S03","Ebbinghaus",32,0.597,0,1.4,0.8
"S03","Ebbinghaus",33,0.642,0,0.7,0.8
"S03","Ebbinghaus",35,0.826,0,2.1,0.8
"S03","Ebbinghaus",37,1.794,1,2.1,0.08
"S03","Ebbinghaus",38,1.153,0,0.7,0.08
"S03","Ebbinghaus",40,1.114,0,1.4,0.32
"S03","Ebbinghaus",42,2.223,0,1.4,0.32
"S03","Ebbinghaus",43,0.695,1,1.4,0.08
"S03","Ebbinghaus",44,0.828,0,1.4,0.56
"S03","Ebbinghaus",46,0.81,0,0.7,0.56
"S03","Ebbinghaus",52,0.943,0,1.4,0.56
"S03","Ebbinghaus",54,1.051,1,2.1,0.32
"S03","Delboeuf",1,1.731,0,1.4,0.56
"S03","Delboeuf",3,1.043,0,0.7,0.56
"S03","Delboeuf",4,1.079,0,0.7,0.32
"S03","Delboeuf",6,1.086,0,2.1,0.32
"S03","Delboeuf",7,1.677,0,2.1,0.08
"S03","Delboeuf",8,1.316,0,2.1,0.8
"S03","Delboeuf",11,1.395,0,1.4,0.08
"S03","Delboeuf",14,0.851,0,0.7,0.8
"S03","Delboeuf",15,1.027,0,2.1,0.32
"S03","Delboeuf",16,0.951,1,0.7,0.32
"S03","Delboeuf",21,0.668,0,0.7,0.56
"S03","Delboeuf",24,0.964,0,2.1,0.56
"S03","Delboeuf",26,1.221,1,2.1,0.08
"S03","Delboeuf",27,0.828,1,0.7,0.08
"S03","Delboeuf",30,0.805,1,1.4,0.08
"S03","Delboeuf",35,1.912,0,1.4,0.32
"S03","Delboeuf",38,1.058,0,1.4,0.56
"S03","Delboeuf",44,1.619,0,0.7,0.08
"S03","Delboeuf",46,0.902,0,2.1,0.56
"S03","Delboeuf",48,0.68,0,0.7,0.8
"S03","Delboeuf",52,1.573,0,2.1,0.8
"S03","Delboeuf",53,1.086,0,1.4,0.8
"S03","Delboeuf",54,0.868,0,1.4,0.32
"S03","Delboeuf",55,0.759,0,1.4,0.8
"S03","Müller-Lyer",3,1.25,0,50,0.5
"S03","Müller-Lyer",4,0.996,0,16.6666666666667,0.2
"S03","Müller-Lyer",6,1.291,0,50,0.35
"S03","Müller-Lyer",9,1.593,0,50,0.2
"S03","Müller-Lyer",12,0.513,1,50,0.2
"S03","Müller-Lyer",13,0.759,1,33.3333333333333,0.05
"S03","Müller-Lyer",16,0.769,0,33.3333333333333,0.5
"S03","Müller-Lyer",18,0.618,0,16.6666666666667,0.5
"S03","Müller-Lyer",21,0.547,1,50,0.35
"S03","Müller-Lyer",22,0.802,0,16.6666666666667,0.35
"S03","Müller-Lyer",25,0.887,0,33.3333333333333,0.5
"S03","Müller-Lyer",26,0.623,0,16.6666666666667,0.5
"S03","Müller-Lyer",28,1.199,1,33.3333333333333,0.2
"S03","Müller-Lyer",32,0.591,1,16.6666666666667,0.05
"S03","Müller-Lyer",33,1.001,1,16.6666666666667,0.05
"S03","Müller-Lyer",34,0.533,1,50,0.05
"S03","Müller-Lyer",35,1.283,0,50,0.05
"S03","Müller-Lyer",36,0.58,0,33.3333333333333,0.35
"S03","Müller-Lyer",39,0.669,1,33.3333333333333,0.35
"S03","Müller-Lyer",44,1.12,1,16.6666666666667,0.2
"S03","Müller-Lyer",45,0.577,0,16.6666666666667,0.35
"S03","Müller-Lyer",48,0.717,1,33.3333333333333,0.05
"S03","Müller-Lyer",49,1.02,1,33.3333333333333,0.2
"S03","Müller-Lyer",52,0.74,0,50,0.5
"S03","Vertical-Horizontal",1,1.631,0,90,0.21
"S03","Vertical-Horizontal",2,0.993,1,60,0.03
"S03","Vertical-Horizontal",7,0.949,1,60,0.03
"S03","Vertical-Horizontal",9,0.99,0,60,0.3
"S03","Vertical-Horizontal",18,0.937,0,30,0.21
"S03","Vertical-Horizontal",19,1.013,0,90,0.12
"S03","Vertical-Horizontal",20,0.716,1,60,0.12
"S03","Vertical-Horizontal",25,0.701,0,30,0.21
"S03","Vertical-Horizontal",26,0.872,0,60,0.12
"S03","Vertical-Horizontal",28,0.78,1,90,0.03
"S03","Vertical-Horizontal",29,0.67,0,90,0.3
"S03","Vertical-Horizontal",31,1.022,1,30,0.12
"S03","Vertical-Horizontal",34,0.501,1,30,0.03
"S03","Vertical-Horizontal",36,0.963,0,30,0.3
"S03","Vertical-Horizontal",38,0.798,0,30,0.12
"S03","Vertical-Horizontal",39,0.776,0,90,0.3
"S03","Vertical-Horizontal",44,0.794,0,90,0.03
"S03","Vertical-Horizontal",45,0.973,0,60,0.3
"S03","Vertical-Horizontal",47,0.696,0,30,0.3
"S03","Vertical-Horizontal",48,0.86,0,60,0.21
"S03","Vertical-Horizontal",51,0.865,0,60,0.21
"S03","Vertical-Horizontal",52,1.091,0,90,0.12
"S03","Vertical-Horizontal",54,0.746,1,30,0.03
"S03","Vertical-Horizontal",56,0.93,0,90,0.21
"S03","Ponzo",3,1.161,0,25,0.28
"S03","Ponzo",4,0.996,0,25,0.28
"S03","Ponzo",7,0.584,0,16.6666666666667,0.28
"S03","Ponzo",10,0.655,0,8.33333333333334,0.16
"S03","Ponzo",11,0.471,0,16.6666666666667,0.28
"S03","Ponzo",12,0.583,0,25,0.4
"S03","Ponzo",14,0.531,0,16.6666666666667,0.4
"S03","Ponzo",16,1.298,0,16.6666666666667,0.04
"S03","Ponzo",17,1.04,0,25,0.04
"S03","Ponzo",18,0.798,0,16.6666666666667,0.04
"S03","Ponzo",21,0.613,0,8.33333333333334,0.4
"S03","Ponzo",22,0.515,1,25,0.16
"S03","Ponzo",27,0.765,0,8.33333333333334,0.04
"S03","Ponzo",28,0.521,1,25,0.04
"S03","Ponzo",29,0.507,1,25,0.16
"S03","Ponzo",31,0.47,0,8.33333333333334,0.4
"S03","Ponzo",34,0.581,0,16.6666666666667,0.4
"S03","Ponzo",35,0.629,0,16.6666666666667,0.16
"S03","Ponzo",37,0.654,0,16.6666666666667,0.16
"S03","Ponzo",38,1.289,1,8.33333333333334,0.04
"S03","Ponzo",42,0.878,0,25,0.4
"S03","Ponzo",48,0.71,0,8.33333333333334,0.16
"S03","Ponzo",54,0.547,0,8.33333333333334,0.28
"S03","Ponzo",55,0.588,0,8.33333333333334,0.28
"S03","Ebbinghaus",6,0.599,1,2.1,0.08
"S03","Ebbinghaus",8,0.868,0,0.7,0.32
"S03","Ebbinghaus",11,0.668,0,0.7,0.8
"S03","Ebbinghaus",13,0.701,0,0.7,0.08
"S03","Ebbinghaus",14,0.726,0,1.4,0.56
"S03","Ebbinghaus",16,0.72,0,2.1,0.56
"S03","Ebbinghaus",17,1.155,1,1.4,0.32
"S03","Ebbinghaus",22,0.767,1,0.7,0.08
"S03","Ebbinghaus",23,0.642,0,2.1,0.8
"S03","Ebbinghaus",24,0.535,0,0.7,0.8
"S03","Ebbinghaus",25,0.8,0,0.7,0.32
"S03","Ebbinghaus",28,0.426,0,1.4,0.8
"S03","Ebbinghaus",34,0.772,0,0.7,0.56
"S03","Ebbinghaus",35,0.654,0,1.4,0.8
"S03","Ebbinghaus",37,0.842,0,1.4,0.32
"S03","Ebbinghaus",39,0.579,0,0.7,0.56
"S03","Ebbinghaus",40,0.577,0,2.1,0.8
"S03","Ebbinghaus",42,0.724,1,2.1,0.08
"S03","Ebbinghaus",45,1.194,0,2.1,0.56
"S03","Ebbinghaus",46,0.764,1,1.4,0.08
"S03","Ebbinghaus",49,0.95,1,1.4,0.08
"S03","Ebbinghaus",50,0.897,0,2.1,0.32
"S03","Ebbinghaus",51,0.506,0,1.4,0.56
"S03","Ebbinghaus",56,0.804,1,2.1,0.32
"S03","Müller-Lyer",4,0.796,0,33.3333333333333,0.5
"S03","Müller-Lyer",7,0.574,0,16.6666666666667,0.35
"S03","Müller-Lyer",9,0.953,0,50,0.5
"S03","Müller-Lyer",10,0.845,0,33.3333333333333,0.35
"S03","Müller-Lyer",12,0.629,0,16.6666666666667,0.2
"S03","Müller-Lyer",16,1.193,0,33.3333333333333,0.05
"S03","Müller-Lyer",18,0.535,1,33.3333333333333,0.2
"S03","Müller-Lyer",19,0.699,1,16.6666666666667,0.2
"S03","Müller-Lyer",20,0.951,0,50,0.05
"S03","Müller-Lyer",21,0.73,0,33.3333333333333,0.5
"S03","Müller-Lyer",24,0.595,0,16.6666666666667,0.35
"S03","Müller-Lyer",28,0.526,0,16.6666666666667,0.5
"S03","Müller-Lyer",32,0.946,0,33.3333333333333,0.35
"S03","Müller-Lyer",34,0.504,0,16.6666666666667,0.5
"S03","Müller-Lyer",37,0.581,1,50,0.2
"S03","Müller-Lyer",38,0.967,0,50,0.35
"S03","Müller-Lyer",39,0.995,0,33.3333333333333,0.2
"S03","Müller-Lyer",42,0.755,1,33.3333333333333,0.05
"S03","Müller-Lyer",43,1.101,0,16.6666666666667,0.05
"S03","Müller-Lyer",47,1.013,0,50,0.2
"S03","Müller-Lyer",48,0.956,0,50,0.5
"S03","Müller-Lyer",50,0.579,1,16.6666666666667,0.05
"S03","Müller-Lyer",51,0.655,1,50,0.05
"S03","Müller-Lyer",54,1.031,0,50,0.35
"S03","Vertical-Horizontal",2,0.474,0,30,0.3
"S03","Vertical-Horizontal",4,0.67,1,90,0.03
"S03","Vertical-Horizontal",6,0.648,1,30,0.03
"S03","Vertical-Horizontal",7,0.786,0,90,0.3
"S03","Vertical-Horizontal",10,0.795,1,90,0.12
"S03","Vertical-Horizontal",12,0.71,0,90,0.21
"S03","Vertical-Horizontal",13,0.657,0,30,0.3
"S03","Vertical-Horizontal",14,0.757,1,30,0.03
"S03","Vertical-Horizontal",17,0.602,1,60,0.03
"S03","Vertical-Horizontal",21,0.712,0,60,0.3
"S03","Vertical-Horizontal",22,0.648,0,90,0.21
"S03","Vertical-Horizontal",23,0.9,0,30,0.12
"S03","Vertical-Horizontal",26,0.796,0,60,0.12
"S03","Vertical-Horizontal",34,1.453,0,60,0.12
"S03","Vertical-Horizontal",38,0.615,0,90,0.3
"S03","Vertical-Horizontal",40,1.051,1,90,0.03
"S03","Vertical-Horizontal",42,0.561,1,60,0.03
"S03","Vertical-Horizontal",44,0.628,1,30,0.12
"S03","Vertical-Horizontal",47,0.841,0,30,0.21
"S03","Vertical-Horizontal",48,0.684,0,30,0.21
"S03","Vertical-Horizontal",51,0.984,0,90,0.12
"S03","Vertical-Horizontal",52,0.866,0,60,0.21
"S03","Vertical-Horizontal",53,0.849,0,60,0.21
"S03","Vertical-Horizontal",55,0.585,0,60,0.3
"S03","Ponzo",1,0.842,0,8.33333333333334,0.16
"S03","Ponzo",4,0.499,0,8.33333333333334,0.28
"S03","Ponzo",6,0.589,0,8.33333333333334,0.4
"S03","Ponzo",9,0.491,0,16.6666666666667,0.4
"S03","Ponzo",13,0.447,0,8.33333333333334,0.4
"S03","Ponzo",16,0.429,1,25,0.28
"S03","Ponzo",18,0.499,1,25,0.16
"S03","Ponzo",21,0.681,0,16.6666666666667,0.16
"S03","Ponzo",22,0.555,1,25,0.04
"S03","Ponzo",23,0.925,0,8.33333333333334,0.04
"S03","Ponzo",27,0.682,1,25,0.16
"S03","Ponzo",28,0.758,0,25,0.28
"S03","Ponzo",29,0.609,0,16.6666666666667,0.28
"S03","Ponzo",30,0.576,0,8.33333333333334,0.16
"S03","Ponzo",32,0.712,0,16.6666666666667,0.16
"S03","Ponzo",35,0.553,0,16.6666666666667,0.04
"S03","Ponzo",36,0.503,1,25,0.04
"S03","Ponzo",39,0.611,0,25,0.4
"S03","Ponzo",44,0.656,0,8.33333333333334,0.04
"S03","Ponzo",49,0.607,0,8.33333333333334,0.28
"S03","Ponzo",52,0.592,0,16.6666666666667,0.4
"S03","Ponzo",53,1.282,0,16.6666666666667,0.04
"S03","Ponzo",55,0.656,0,25,0.4
"S03","Ponzo",56,0.604,0,16.6666666666667,0.28
"S03","Delboeuf",1,0.901,0,2.1,0.32
"S03","Delboeuf",2,0.807,0,2.1,0.56
"S03","Delboeuf",9,0.448,0,0.7,0.8
"S03","Delboeuf",13,0.751,0,1.4,0.8
"S03","Delboeuf",14,0.917,0,0.7,0.08
"S03","Delboeuf",16,0.646,0,0.7,0.56
"S03","Delboeuf",17,0.966,0,2.1,0.56
"S03","Delboeuf",19,0.614,0,1.4,0.56
"S03","Delboeuf",20,0.574,0,0.7,0.8
"S03","Delboeuf",22,0.599,1,1.4,0.08
"S03","Delboeuf",24,0.959,0,1.4,0.56
"S03","Delboeuf",32,0.756,0,2.1,0.32
"S03","Delboeuf",34,0.769,0,1.4,0.8
"S03","Delboeuf",36,0.928,0,1.4,0.32
"S03","Delboeuf",38,0.879,1,1.4,0.08
"S03","Delboeuf",39,0.569,0,1.4,0.32
"S03","Delboeuf",43,0.617,0,0.7,0.32
"S03","Delboeuf",47,0.656,0,2.1,0.8
"S03","Delboeuf",48,0.52,0,2.1,0.8
"S03","Delboeuf",49,0.454,0,0.7,0.56
"S03","Delboeuf",51,0.856,0,2.1,0.08
"S03","Delboeuf",54,1.967,1,0.7,0.08
"S03","Delboeuf",55,0.742,1,2.1,0.08
"S03","Delboeuf",56,0.493,0,0.7,0.32
"S04","Müller-Lyer",2,0.548,1,16.6666666666667,0.2
"S04","Müller-Lyer",4,0.944,0,16.6666666666667,0.35
"S04","Müller-Lyer",5,0.616,1,50,0.35
"S04","Müller-Lyer",6,0.521,1,16.6666666666667,0.05
"S04","Müller-Lyer",7,0.557,1,16.6666666666667,0.05
"S04","Müller-Lyer",10,0.446,1,33.3333333333333,0.05
"S04","Müller-Lyer",11,0.466,1,50,0.5
"S04","Müller-Lyer",15,0.541,1,50,0.2
"S04","Müller-Lyer",16,0.493,1,50,0.2
"S04","Müller-Lyer",17,0.502,1,50,0.35
"S04","Müller-Lyer",19,0.513,1,50,0.05
"S04","Müller-Lyer",23,1.014,1,50,0.5
"S04","Müller-Lyer",24,0.636,1,33.3333333333333,0.35
"S04","Müller-Lyer",27,0.703,1,16.6666666666667,0.35
"S04","Müller-Lyer",28,0.717,1,33.3333333333333,0.2
"S04","Müller-Lyer",31,0.476,0,16.6666666666667,0.5
"S04","Müller-Lyer",38,0.516,0,16.6666666666667,0.5
"S04","Müller-Lyer",40,0.993,1,33.3333333333333,0.5
"S04","Müller-Lyer",44,0.471,1,33.3333333333333,0.35
"S04","Müller-Lyer",46,0.415,1,33.3333333333333,0.2
"S04","Müller-Lyer",49,0.517,0,33.3333333333333,0.5
"S04","Müller-Lyer",50,0.388,1,50,0.05
"S04","Müller-Lyer",51,0.736,0,16.6666666666667,0.2
"S04","Müller-Lyer",53,0.416,1,33.3333333333333,0.05
"S04","Ponzo",1,0.683,0,8.33333333333334,0.28
"S04","Ponzo",5,0.478,1,16.6666666666667,0.04
"S04","Ponzo",7,0.55,1,8.33333333333334,0.04
"S04","Ponzo",11,0.48,1,25,0.28
"S04","Ponzo",12,0.653,0,25,0.4
"S04","Ponzo",13,1.016,0,8.33333333333334,0.04
"S04","Ponzo",15,0.626,1,16.6666666666667,0.28
"S04","Ponzo",23,0.612,0,8.33333333333334,0.4
"S04","Ponzo",24,0.411,1,25,0.4
"S04","Ponzo",25,0.585,1,16.6666666666667,0.16
"S04","Ponzo",27,0.457,1,25,0.16
"S04","Ponzo",28,0.647,0,8.33333333333334,0.16
"S04","Ponzo",29,0.512,0,16.6666666666667,0.4
"S04","Ponzo",30,0.791,0,16.6666666666667,0.04
"S04","Ponzo",31,0.548,0,8.33333333333334,0.28
"S04","Ponzo",34,0.663,0,16.6666666666667,0.28
"S04","Ponzo",35,0.506,1,25,0.04
"S04","Ponzo",36,0.486,0,8.33333333333334,0.4
"S04","Ponzo",38,0.755,1,25,0.28
"S04","Ponzo",40,0.737,1,16.6666666666667,0.16
"S04","Ponzo",41,0.751,1,25,0.04
"S04","Ponzo",44,0.748,0,8.33333333333334,0.16
"S04","Ponzo",49,0.679,0,16.6666666666667,0.4
"S04","Ponzo",56,0.502,1,25,0.16
"S04","Delboeuf",2,0.767,0,1.4,0.08
"S04","Delboeuf",3,0.817,0,1.4,0.56
"S04","Delboeuf",6,0.513,0,0.7,0.32
"S04","Delboeuf",12,0.647,1,2.1,0.08
"S04","Delboeuf",13,1.218,0,2.1,0.32
"S04","Delboeuf",14,0.623,1,0.7,0.32
"S04","Delboeuf",18,0.738,0,0.7,0.8
"S04","Delboeuf",19,0.616,0,1.4,0.8
"S04","Delboeuf",20,0.667,0,1.4,0.32
"S04","Delboeuf",21,0.743,0,2.1,0.56
"S04","Delboeuf",24,0.691,0,0.7,0.8
"S04","Delboeuf",25,0.753,0,0.7,0.08
"S04","Delboeuf",26,0.647,0,2.1,0.56
"S04","Delboeuf",27,0.638,0,1.4,0.08
"S04","Delboeuf",32,1.122,0,1.4,0.8
"S04","Delboeuf",34,0.726,1,1.4,0.32
"S04","Delboeuf",35,0.729,1,0.7,0.56
"S04","Delboeuf",40,0.981,1,2.1,0.08
"S04","Delboeuf",41,1.328,0,2.1,0.32
"S04","Delboeuf",44,0.96,0,2.1,0.8
"S04","Delboeuf",51,0.77,1,1.4,0.56
"S04","Delboeuf",53,0.838,0,2.1,0.8
"S04","Delboeuf",54,0.659,0,0.7,0.56
"S04","Delboeuf",56,0.742,1,0.7,0.08
"S04","Ebbinghaus",2,0.928,1,1.4,0.32
"S04","Ebbinghaus",6,0.479,0,1.4,0.8
"S04","Ebbinghaus",7,0.534,0,1.4,0.8
"S04","Ebbinghaus",10,0.735,1,0.7,0.08
"S04","Ebbinghaus",13,0.586,0,0.7,0.56
"S04","Ebbinghaus",16,0.501,0,0.7,0.32
"S04","Ebbinghaus",17,0.625,1,1.4,0.32
"S04","Ebbinghaus",18,0.504,0,0.7,0.56
"S04","Ebbinghaus",19,0.793,0,2.1,0.56
"S04","Ebbinghaus",20,0.466,0,2.1,0.32
"S04","Ebbinghaus",21,1.04,0,2.1,0.8
"S04","Ebbinghaus",24,0.872,0,2.1,0.32
"S04","Ebbinghaus",25,0.644,0,2.1,0.8
"S04","Ebbinghaus",26,0.763,0,0.7,0.8
"S04","Ebbinghaus",29,0.892,0,0.7,0.8
"S04","Ebbinghaus",31,0.775,1,1.4,0.08
"S04","Ebbinghaus",35,0.688,1,2.1,0.08
"S04","Ebbinghaus",38,0.592,1,1.4,0.08
"S04","Ebbinghaus",46,0.537,1,2.1,0.08
"S04","Ebbinghaus",47,0.681,1,1.4,0.56
"S04","Ebbinghaus",49,0.426,0,2.1,0.56
"S04","Ebbinghaus",52,0.653,1,0.7,0.08
"S04","Ebbinghaus",53,0.517,0,1.4,0.56
"S04","Ebbinghaus",56,0.471,0,0.7,0.32
"S04","Vertical-Horizontal",2,0.658,1,30,0.12
"S04","Vertical-Horizontal",3,0.597,1,60,0.12
"S04","Vertical-Horizontal",8,0.716,1,60,0.03
"S04","Vertical-Horizontal",9,0.697,1,60,0.21
"S04","Vertical-Horizontal",11,0.839,0,30,0.3
"S04","Vertical-Horizontal",14,0.516,1,90,0.12
"S04","Vertical-Horizontal",15,0.586,1,90,0.12
"S04","Vertical-Horizontal",16,0.433,1,90,0.03
"S04","Vertical-Horizontal",19,0.404,1,90,0.03
"S04","Vertical-Horizontal",20,0.396,1,30,0.03
"S04","Vertical-Horizontal",22,0.539,1,30,0.12
"S04","Vertical-Horizontal",24,0.437,1,60,0.3
"S04","Vertical-Horizontal",25,0.561,1,90,0.21
"S04","Vertical-Horizontal",27,0.428,1,60,0.3
"S04","Vertical-Horizontal",29,0.358,1,30,0.03
"S04","Vertical-Horizontal",30,0.407,1,60,0.12
"S04","Vertical-Horizontal",38,0.691,0,30,0.3
"S04","Vertical-Horizontal",43,0.694,0,90,0.3
"S04","Vertical-Horizontal",44,0.614,0,90,0.3
"S04","Vertical-Horizontal",47,0.439,1,60,0.21
"S04","Vertical-Horizontal",49,0.544,1,90,0.21
"S04","Vertical-Horizontal",52,0.571,1,30,0.21
"S04","Vertical-Horizontal",53,0.517,1,60,0.03
"S04","Vertical-Horizontal",55,0.766,1,30,0.21
"S04","Vertical-Horizontal",1,1.1,0,90,0.21
"S04","Vertical-Horizontal",3,0.556,1,60,0.12
"S04","Vertical-Horizontal",4,0.645,1,90,0.03
"S04","Vertical-Horizontal",5,0.883,1,30,0.21
"S04","Vertical-Horizontal",7,0.567,1,60,0.3
"S04","Vertical-Horizontal",10,1.348,0,30,0.03
"S04","Vertical-Horizontal",14,1.304,0,30,0.12
"S04","Vertical-Horizontal",15,0.555,1,60,0.21
"S04","Vertical-Horizontal",18,1.463,1,30,0.03
"S04","Vertical-Horizontal",21,0.392,1,60,0.03
"S04","Vertical-Horizontal",22,0.564,1,90,0.03
"S04","Vertical-Horizontal",24,0.697,1,30,0.12
"S04","Vertical-Horizontal",26,0.65,1,60,0.03
"S04","Vertical-Horizontal",27,1.011,0,60,0.3
"S04","Vertical-Horizontal",29,0.663,1,90,0.21
"S04","Vertical-Horizontal",32,0.63,0,90,0.3
"S04","Vertical-Horizontal",40,0.526,0,30,0.3
"S04","Vertical-Horizontal",41,0.539,1,60,0.12
"S04","Vertical-Horizontal",43,0.4,1,90,0.12
"S04","Vertical-Horizontal",45,0.469,1,60,0.21
"S04","Vertical-Horizontal",46,0.795,0,90,0.3
"S04","Vertical-Horizontal",51,0.477,1,30,0.21
"S04","Vertical-Horizontal",54,0.736,1,90,0.12
"S04","Vertical-Horizontal",56,0.513,1,30,0.3
"S04","Ebbinghaus",2,0.723,1,1.4,0.8
"S04","Ebbinghaus",4,0.575,1,2.1,0.8
"S04","Ebbinghaus",7,0.407,0,1.4,0.32
"S04","Ebbinghaus",8,0.656,1,0.7,0.32
"S04","Ebbinghaus",9,0.862,1,1.4,0.56
"S04","Ebbinghaus",10,0.527,0,0.7,0.56
"S04","Ebbinghaus",12,1.039,0,0.7,0.08
"S04","Ebbinghaus",14,0.433,0,2.1,0.56
"S04","Ebbinghaus",18,0.547,1,2.1,0.08
"S04","Ebbinghaus",19,1.39,0,0.7,0.56
"S04","Ebbinghaus",21,0.555,1,0.7,0.08
"S04","Ebbinghaus",24,0.473,0,1.4,0.08
"S04","Ebbinghaus",26,0.757,0,0.7,0.32
"S04","Ebbinghaus",27,0.73,1,2.1,0.56
"S04","Ebbinghaus",29,0.403,0,1.4,0.8
"S04","Ebbinghaus",31,0.7,1,0.7,0.8
"S04","Ebbinghaus",36,0.462,1,2.1,0.32
"S04","Ebbinghaus",37,0.643,0,0.7,0.8
"S04","Ebbinghaus",40,0.579,1,2.1,0.32
"S04","Ebbinghaus",41,0.47,0,2.1,0.8
"S04","Ebbinghaus",43,0.506,1,2.1,0.08
"S04","Ebbinghaus",45,0.571,1,1.4,0.08
"S04","Ebbinghaus",48,0.462,0,1.4,0.56
"S04","Ebbinghaus",53,0.507,1,1.4,0.32
"S04","Müller-Lyer",1,0.768,1,33.3333333333333,0.2
"S04","Müller-Lyer",2,0.432,1,50,0.5
"S04","Müller-Lyer",3,0.554,1,50,0.05
"S04","Müller-Lyer",5,0.566,1,33.3333333333333,0.05
"S04","Müller-Lyer",6,0.676,0,16.6666666666667,0.2
"S04","Müller-Lyer",7,0.5,0,16.6666666666667,0.5
"S04","Müller-Lyer",11,0.571,0,33.3333333333333,0.5
"S04","Müller-Lyer",12,0.434,1,50,0.2
"S04","Müller-Lyer",17,0.554,0,33.3333333333333,0.35
"S04","Müller-Lyer",18,0.484,1,16.6666666666667,0.35
"S04","Müller-Lyer",20,0.607,0,16.6666666666667,0.35
"S04","Müller-Lyer",24,0.417,1,50,0.2
"S04","Müller-Lyer",29,0.512,1,50,0.35
"S04","Müller-Lyer",30,0.399,0,50,0.5
"S04","Müller-Lyer",31,0.905,0,33.3333333333333,0.35
"S04","Müller-Lyer",36,0.593,1,33.3333333333333,0.2
"S04","Müller-Lyer",39,0.842,0,33.3333333333333,0.5
"S04","Müller-Lyer",40,0.658,1,16.6666666666667,0.2
"S04","Müller-Lyer",41,0.476,1,33.3333333333333,0.05
"S04","Müller-Lyer",43,0.418,1,50,0.05
"S04","Müller-Lyer",46,0.469,0,16.6666666666667,0.05
"S04","Müller-Lyer",48,0.716,1,50,0.35
"S04","Müller-Lyer",51,0.482,1,16.6666666666667,0.05
"S04","Müller-Lyer",55,0.452,0,16.6666666666667,0.5
"S04","Delboeuf",9,0.772,1,0.7,0.08
"S04","Delboeuf",10,0.741,0,1.4,0.8
"S04","Delboeuf",13,0.553,1,2.1,0.08
"S04","Delboeuf",14,0.923,0,0.7,0.32
"S04","Delboeuf",15,0.834,0,0.7,0.08
"S04","Delboeuf",17,0.342,0,0.7,0.8
"S04","Delboeuf",25,0.561,0,1.4,0.56
"S04","Delboeuf",26,0.921,1,1.4,0.56
"S04","Delboeuf",28,0.649,1,0.7,0.56
"S04","Delboeuf",29,0.677,0,1.4,0.8
"S04","Delboeuf",30,0.518,0,1.4,0.32
"S04","Delboeuf",32,0.65,1,2.1,0.8
"S04","Delboeuf",34,0.663,0,0.7,0.8
"S04","Delboeuf",35,0.881,1,2.1,0.56
"S04","Delboeuf",37,0.962,0,1.4,0.08
"S04","Delboeuf",39,1.231,1,2.1,0.8
"S04","Delboeuf",40,0.731,1,2.1,0.32
"S04","Delboeuf",41,1.152,0,1.4,0.08
"S04","Delboeuf",46,0.77,0,0.7,0.32
"S04","Delboeuf",47,0.734,0,2.1,0.56
"S04","Delboeuf",51,0.522,1,2.1,0.08
"S04","Delboeuf",52,0.47,1,0.7,0.56
"S04","Delboeuf",55,0.498,1,2.1,0.32
"S04","Delboeuf",56,0.723,1,1.4,0.32
"S04","Ponzo",1,0.798,0,25,0.4
"S04","Ponzo",4,0.442,1,16.6666666666667,0.16
"S04","Ponzo",6,0.624,0,16.6666666666667,0.28
"S04","Ponzo",7,0.463,0,8.33333333333334,0.28
"S04","Ponzo",9,0.513,0,8.33333333333334,0.4
"S04","Ponzo",10,0.454,1,8.33333333333334,0.04
"S04","Ponzo",11,0.51,1,25,0.04
"S04","Ponzo",12,0.621,0,8.33333333333334,0.28
"S04","Ponzo",18,0.611,0,8.33333333333334,0.04
"S04","Ponzo",19,0.622,0,16.6666666666667,0.4
"S04","Ponzo",22,0.472,1,25,0.16
"S04","Ponzo",24,0.637,0,25,0.28
"S04","Ponzo",26,0.657,0,25,0.4
"S04","Ponzo",27,0.804,1,16.6666666666667,0.04
"S04","Ponzo",30,0.567,0,8.33333333333334,0.16
"S04","Ponzo",33,0.737,0,16.6666666666667,0.4
"S04","Ponzo",37,0.869,0,16.6666666666667,0.28
"S04","Ponzo",39,0.728,0,8.33333333333334,0.4
"S04","Ponzo",41,0.65,0,25,0.04
"S04","Ponzo",47,1.28,0,16.6666666666667,0.16
"S04","Ponzo",48,0.558,1,16.6666666666667,0.04
"S04","Ponzo",49,0.761,0,8.33333333333334,0.16
"S04","Ponzo",50,1.578,0,25,0.16
"S04","Ponzo",52,0.691,0,25,0.28
"S05","Ponzo",5,0.5,1,16.6666666666667,0.04
"S05","Ponzo",7,0.714,1,25,0.4
"S05","Ponzo",8,1.205,0,16.6666666666667,0.16
"S05","Ponzo",16,0.628,1,16.6666666666667,0.4
"S05","Ponzo",19,0.745,0,8.33333333333334,0.4
"S05","Ponzo",22,0.712,1,25,0.16
"S05","Ponzo",24,0.489,0,8.33333333333334,0.28
"S05","Ponzo",28,0.676,1,8.33333333333334,0.04
